Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;15/06/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;41; R$0,61 ; R$25,01 
Credito;11/06/2021;Retratação de Ativos;BCFF13 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;11/06/2021;Retratação de Ativos;BCFF13 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;10/06/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;75; R$19,73 ; R$1.479,75 
Debito;10/06/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;45; R$35,93 ; R$1.616,90 
Debito;10/06/2021;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$11,82 ; R$1.301,10 
Debito;10/06/2021;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;NU INVEST CORRETORA DE VALORES S.A.;1; R$230,05 ; R$230,05 
Debito;10/06/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;2; R$10,41 ; R$20,82 
Debito;10/06/2021;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;CLEAR CORRETORA - GRUPO XP;14; R$54,08 ; R$757,12 
Debito;10/06/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;102; R$13,44 ; R$1.370,90 
Debito;10/06/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;15; R$26,98 ; R$404,70 
Debito;10/06/2021;Transferência - Liquidação;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;48; R$9,98 ; R$479,04 
Debito;09/06/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;7; - ; - 
Credito;09/06/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;7; - ; - 
Credito;09/06/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;7; R$24,58 ; R$172,06 
Credito;09/06/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; R$4,14 ; R$306,36 
Credito;09/06/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; - ; - 
Debito;09/06/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; - ; - 
Debito;09/06/2021;Transferência - Liquidação;SBSP3 - CIA SANEAMENTO BASICO EST. SAO PAULO - SABESP;NU INVEST CORRETORA DE VALORES S.A.;5; R$38,75 ; R$193,75 
Credito;09/06/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,16 ; R$12,76 
Credito;09/06/2021;Rendimento;TGAR14 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; R$0,09 ; R$0,36 
Debito;08/06/2021;Direitos de Subscrição - Não Exercido;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;08/06/2021;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;08/06/2021;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;08/06/2021;Transferência - Liquidação;SBSP3 - CIA SANEAMENTO BASICO EST. SAO PAULO - SABESP;NU INVEST CORRETORA DE VALORES S.A.;5; R$38,85 ; R$194,25 
Debito;08/06/2021;Transferência;SBSP3 - CIA SANEAMENTO BASICO EST. SAO PAULO - SABESP;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;08/06/2021;Transferência;SBSP3 - CIA SANEAMENTO BASICO EST. SAO PAULO - SABESP;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;08/06/2021;Atualização;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Debito;07/06/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;07/06/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;07/06/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$24,04 ; R$480,80 
Credito;07/06/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;CLEAR CORRETORA - GRUPO XP;34; R$8,10 ; R$275,40 
Credito;07/06/2021;Transferência - Liquidação;LAME4 - LOJAS AMERICANAS S.A.;CLEAR CORRETORA - GRUPO XP;10; R$21,57 ; R$215,70 
Debito;07/06/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;10; R$47,68 ; R$476,80 
Debito;07/06/2021;Solicitação de Subscrição;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;07/06/2021;Direitos de Subscrição - Excercído;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;28/05/2021;Dividendo;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;45; R$0,07 ; R$3,34 
Credito;28/05/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;45; R$0,34 ; R$13,01 
Credito;28/05/2021;Dividendo;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,07 ; R$0,22 
Credito;28/05/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,34 ; R$0,87 
Credito;27/05/2021;Dividendo;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;102; R$0,54 ; R$55,46 
Credito;27/05/2021;Dividendo;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;102; R$0,39 ; R$39,63 
Credito;27/05/2021;Juros Sobre Capital Próprio;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;102; R$0,06 ; R$5,45 
Debito;26/05/2021;Direitos de Subscrição - Não Exercido;KISU12 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;26/05/2021;Recibo de Subscrição;KISU14 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;26/05/2021;Recibo de Subscrição;KISU14 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;25/05/2021;Dividendo - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,07 ; R$0,22 
Credito;25/05/2021;Dividendo - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,07 ; R$0,22 
Debito;25/05/2021;Juros Sobre Capital Próprio - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,34 ; R$0,87 
Credito;25/05/2021;Juros Sobre Capital Próprio - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,34 ; R$0,87 
Debito;25/05/2021;Direitos de Subscrição - Excercído;KISU12 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;25/05/2021;Solicitação de Subscrição;KISU12 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Credito;25/05/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,30 ; R$8,10 
Credito;21/05/2021;Direito de Subscrição;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;21/05/2021;Venda;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,51; R$10.763,67 ; R$5.489,47 
Credito;21/05/2021;Dividendo;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;15; R$0,80 ; R$11,93 
Debito;20/05/2021;Direitos de Subscrição - Não Exercido;TGAR12 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;20/05/2021;Recibo de Subscrição;TGAR14 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Debito;20/05/2021;Recibo de Subscrição;TGAR14 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Credito;20/05/2021;Dividendo;TOTS3 - TOTVS S.A.;CLEAR CORRETORA - GRUPO XP;10; R$0,09 ; R$0,89 
Debito;19/05/2021;Solicitação de Subscrição;TGAR12 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Debito;19/05/2021;Direitos de Subscrição - Excercído;TGAR12 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Credito;18/05/2021;Juros Sobre Capital Próprio;RDOR3 - REDE DOR SAO LUIZ S/A;CLEAR CORRETORA - GRUPO XP;8; R$0,07 ; R$0,51 
Credito;14/05/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,50 ; R$17,50 
Credito;14/05/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,81 ; R$2,43 
Credito;14/05/2021;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;2; R$0,08 ; R$0,16 
Credito;14/05/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;39; R$1,10 ; R$42,90 
Credito;14/05/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;33; R$0,45 ; R$14,85 
Credito;14/05/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,25 ; R$2,50 
Credito;14/05/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;41; R$0,60 ; R$24,60 
Credito;13/05/2021;Direito de Subscrição;KISU12 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; - ; - 
Debito;11/05/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;CLEAR CORRETORA - GRUPO XP;3; R$114,00 ; R$342,00 
Debito;11/05/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;CLEAR CORRETORA - GRUPO XP;8; R$72,00 ; R$576,00 
Debito;11/05/2021;Transferência - Liquidação;TOTS3 - TOTVS S.A.;CLEAR CORRETORA - GRUPO XP;10; R$34,12 ; R$341,20 
Credito;10/05/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,26 ; R$13,86 
Credito;07/05/2021;Dividendo;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;10; R$0,04 ; R$0,38 
Credito;05/05/2021;Juros Sobre Capital Próprio;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;45; R$0,03 ; R$1,01 
Credito;04/05/2021;Direito de Subscrição;TGAR12 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;4; - ; - 
Credito;29/04/2021;Desdobro;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;23; - ; - 
Credito;23/04/2021;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;23/04/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;10; R$43,80 ; R$438,00 
Credito;23/04/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,15 ; R$4,05 
Debito;22/04/2021;Transferência;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;22/04/2021;Transferência;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;22/04/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;22/04/2021;Transferência;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;20/04/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$10,48 ; R$10,48 
Credito;19/04/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$29,76 ; R$89,28 
Credito;19/04/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$23,82 ; R$23,82 
Credito;15/04/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,56 ; R$19,60 
Credito;15/04/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,81 ; R$2,43 
Credito;15/04/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;39; R$1,00 ; R$39,00 
Credito;15/04/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,45 ; R$14,40 
Credito;15/04/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,18 ; R$1,80 
Credito;15/04/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;41; R$0,59 ; R$24,19 
Credito;12/04/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$10,33 ; R$10,33 
Credito;12/04/2021;Dividendo;PSSA3 - PORTO SEGURO S/A;CLEAR CORRETORA - GRUPO XP;14; R$0,26 ; R$3,60 
Credito;12/04/2021;Dividendo;PSSA3 - PORTO SEGURO S/A;CLEAR CORRETORA - GRUPO XP;14; R$0,46 ; R$6,47 
Credito;12/04/2021;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;1; R$60,81 ; R$60,81 
Credito;09/04/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,30 ; R$14,30 
Credito;06/04/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,23; R$10.746,56 ; R$2.471,71 
Credito;05/04/2021;Juros Sobre Capital Próprio;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;25; R$0,21 ; R$4,56 
Credito;01/04/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$0,02 ; R$0,70 
Debito;01/04/2021;Direitos de Subscrição - Não Exercido;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;01/04/2021;Recibo de Subscrição;BCFF13 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;01/04/2021;Recibo de Subscrição;BCFF13 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;01/04/2021;Dividendo;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$2,20 
Credito;31/03/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;45; R$0,15 ; R$5,57 
Debito;31/03/2021;Transferência;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;31/03/2021;Transferência;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Debito;31/03/2021;Solicitação de Subscrição;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;31/03/2021;Direitos de Subscrição - Excercído;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;30/03/2021;Venda;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;1,12; R$10.739,18 ; R$12.027,88 
Debito;25/03/2021;Direitos de Subscrição - Não Exercido;MXRF12 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;25/03/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;CLEAR CORRETORA - GRUPO XP;8; R$62,00 ; R$496,00 
Credito;25/03/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,25 ; R$6,75 
Debito;24/03/2021;Cessão de Direitos - Solicitada;MXRF12 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;24/03/2021;Cessão de Direitos;MXRF12 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;23/03/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;21; R$22,59 ; R$474,39 
Credito;23/03/2021;Transferência - Liquidação;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;7; R$71,80 ; R$502,60 
Credito;18/03/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;50; R$9,71 ; R$485,72 
Debito;18/03/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$21,70 ; R$1.041,60 
Credito;18/03/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;CLEAR CORRETORA - GRUPO XP;3; R$92,30 ; R$276,90 
Debito;18/03/2021;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;25; R$40,30 ; R$1.007,50 
Credito;18/03/2021;Transferência - Liquidação;GMAT3 - GRUPO MATEUS S.AA;CLEAR CORRETORA - GRUPO XP;75; R$7,41 ; R$555,75 
Credito;18/03/2021;Transferência - Liquidação;LAME4 - LOJAS AMERICANAS S.A.;CLEAR CORRETORA - GRUPO XP;20; R$22,24 ; R$444,80 
Credito;18/03/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;1; R$4,18 ; R$4,18 
Credito;18/03/2021;Transferência - Liquidação;TOTS3 - TOTVS S.A.;CLEAR CORRETORA - GRUPO XP;10; R$29,12 ; R$291,28 
Credito;17/03/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;50; R$9,99 ; R$499,50 
Debito;17/03/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;4; R$10,40 ; R$41,60 
Credito;17/03/2021;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$115,54 ; R$115,54 
Credito;16/03/2021;Direito de Subscrição;BCFF12 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;12/03/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,56 ; R$19,60 
Credito;12/03/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$1,94 
Credito;12/03/2021;Juros Sobre Capital Próprio;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,10 ; R$9,51 
Credito;12/03/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,65 ; R$1,95 
Credito;12/03/2021;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,08 ; R$0,24 
Credito;12/03/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;27; R$1,00 ; R$27,00 
Credito;12/03/2021;Rendimento;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; R$0,74 ; R$6,66 
Credito;12/03/2021;Rendimento;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,11 ; R$0,33 
Credito;12/03/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,45 ; R$14,40 
Credito;12/03/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$0,55 ; R$0,55 
Credito;12/03/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;9; R$108,77 ; R$978,93 
Credito;12/03/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,58 ; R$23,20 
Debito;12/03/2021;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;CLEAR CORRETORA - GRUPO XP;10; R$103,97 ; R$1.039,70 
Credito;11/03/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$10,58 ; R$10,58 
Credito;11/03/2021;Direito de Subscrição;MXRF12 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;11/03/2021;Atualização;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Credito;11/03/2021;Atualização;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;11/03/2021;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Credito;11/03/2021;Transferência;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;12; - ; - 
Credito;10/03/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;15; R$23,94 ; R$359,20 
Credito;10/03/2021;Dividendo;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;16; R$0,35 ; R$5,58 
Credito;10/03/2021;Juros Sobre Capital Próprio;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;16; R$0,04 ; R$0,51 
