Data operação;Categoria;Código Ativo;Operação C/V;Quantidade;Preço unitário;Corretora;Corretagem;Taxas;Impostos;IRRF
10/01/2022;Ações;AERI3;V;60;5,85;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/01/2022;Ações;SIMH3;V;25;9,04;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/01/2022;Ações;PSSA3;C;20;19;MODAL DTVM LTDA;0;0;0;0
07/01/2022;Fundos imobiliários;CPTS11;C;4;97,51;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/01/2022;Ações;SAPR4;C;100;3,49;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/01/2022;Ações;WEGE3;C;30;29,77;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;ITSA4;C;30;9;MODAL DTVM LTDA;0;0;0;0
06/01/2022;Ações;TAEE11;V;73;36,3;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;TAEE4;C;200;12,12;MODAL DTVM LTDA;0;0;0;0
06/01/2022;Ações;CSMG3;C;30;11,9;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Fundos imobiliários;VILG11;C;2;95,8;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;SAPR4;C;100;3,6;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;CASH3;C;100;2,6;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;AERI3;C;60;5,75;NU INVEST CORRETORA DE VALORES;0;0;0;0
06/01/2022;Ações;SIMH3;C;25;9,45;NU INVEST CORRETORA DE VALORES;0;0;0;0
05/01/2022;Fundos imobiliários;VILG11;V;7;94,8;NU INVEST CORRETORA DE VALORES;0;0;0;0
05/01/2022;Ações;SAPR4;C;100;3,66;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/12/2021;Fundos imobiliários;KISU11;C;17;8,17;MODAL DTVM LTDA;0;0;0;0
21/12/2021;Ações;SAPR11;V;151;18,87;NU INVEST CORRETORA DE VALORES;0;0;0;0
21/12/2021;Ações;ENBR3;V;80;20,68;NU INVEST CORRETORA DE VALORES;0;0;0;0
21/12/2021;Ações;KLBN11;V;20;25,78;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/12/2021;Ações;ITSA4;C;32;9,5;MODAL DTVM LTDA;0;0;0;0
20/12/2021;ETF Exterior;VT;C;2,4979659;103,24;PASSFOLIO;0;0;0;0
20/12/2021;Ações;MGLU3;C;5;6,54;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/12/2021;Ações;KLBN11;C;20;25,85;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/12/2021;ETF;HASH11;C;5;50,91;MODAL DTVM LTDA;0;0;0;0
17/12/2021;Ações;ITSA4;C;50;9,57;MODAL DTVM LTDA;0;0;0;0
17/12/2021;Ações;PSSA3;C;15;21,1;MODAL DTVM LTDA;0;0;0;0
17/12/2021;Fundos imobiliários;VILG11;C;4;95,91;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/12/2021;Fundos imobiliários;VILG11;C;1;95,93;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/12/2021;Fundos imobiliários;VINO11;C;10;54,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/12/2021;Ações;KLBN11;V;73;26,48;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/12/2021;Ações;ABEV3;V;31;16,17;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;BBAS3;C;63;32,54;MODAL DTVM LTDA;0;0;0;0
10/12/2021;Ações;KLBN4;V;300;4,82;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;KLBN4;V;90;4,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;SAPR4;V;750;3,92;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;BPAC11;C;45;22,87;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;SAPR11;C;151;19,5;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;KLBN11;C;58;25,62;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;KLBN11;C;15;25,63;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;ABEV3;C;31;16,02;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/12/2021;Ações;BBDC3;V;180;17,16;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/12/2021;Ações;TAEE11;C;73;35,95;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/12/2021;Ações;TAEE4;V;220;11,94;MODAL DTVM LTDA;0;0;0;0
02/12/2021;Fundos imobiliários;KISU11;C;9;7,63;MODAL DTVM LTDA;0;0;0;0
02/12/2021;Fundos imobiliários;BCFF11;V;1;65,02;NU INVEST CORRETORA DE VALORES;0;0;0;0
25/11/2021;Ações;ITSA4;C;4;10;MODAL DTVM LTDA;0;0;0;0
24/11/2021;Fundos imobiliários;XPML11;C;9;102,88;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/11/2021;Ações;ITSA4;C;42;9,87;MODAL DTVM LTDA;0;0;0;0
18/11/2021;Ações;ITSA4;C;4;9,91;MODAL DTVM LTDA;0;0;0;0
18/11/2021;Ações;CSAN3;C;5;21,23;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/11/2021;Ações;KLBN4;C;10;4,29;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/11/2021;Fundos imobiliários;BCFF11;C;1;64,05;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/11/2021;Ações;MGLU3;C;20;9,25;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/11/2021;Ações;SAPR4;C;50;3,78;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/11/2021;Fundos imobiliários;VILG11;C;2;92,03;NU INVEST CORRETORA DE VALORES;0;0;0;0
11/11/2021;Ações;ITSA4;C;2;10,25;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;RECR11;C;1;98,63;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;RECR11;C;9;98,64;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;KISU11;C;45;7,51;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;KISU11;C;184;7,52;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;XPLG11;C;39;94,75;MODAL DTVM LTDA;0;0;0;0
09/11/2021;Fundos imobiliários;GGRC11;V;34;110;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/11/2021;Ações;BIDI11;V;25;42,95;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/11/2021;Ações;RDOR3;V;23;58,3;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/11/2021;Ações;RDOR3;V;4;58,5;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/11/2021;Fundos imobiliários;KISU11;C;100;7,51;MODAL DTVM LTDA;0;0;0;0
08/11/2021;Fundos imobiliários;VISC11;C;10;98;MODAL DTVM LTDA;0;0;0;0
08/11/2021;Ações;KLBN4;C;77;4,33;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/11/2021;Fundos imobiliários;XPLG11;C;5;95,5;MODAL DTVM LTDA;0;0;0;0
08/11/2021;Ações;BPAC11;V;11;23,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/11/2021;Fundos imobiliários;GGRC11;C;9;110,3;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/11/2021;Ações;WEGE3;V;20;37,01;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/11/2021;Ações;VIVT3;V;11;48,44;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;BTLG11;V;9;105,94;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;BTLG11;V;4;105,9;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;BTLG11;V;2;105,91;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;RECR11;C;10;99,24;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;KISU11;C;140;7,5;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;KISU11;C;63;7,53;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Ações;BBSE3;V;5;22,52;CLEAR CORRETORA;0;0;0;0
27/10/2021;Fundos imobiliários;HCTR11;V;25;123,73;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;XPLG11;C;4;99;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;XPLG11;C;5;99,07;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;XPLG11;C;11;99,08;MODAL DTVM LTDA;0;0;0;0
27/10/2021;Fundos imobiliários;BCFF11;V;28;70,15;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;BCFF11;V;22;70,16;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;XPML11;C;1;98,6;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;XPML11;C;2;98,59;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Ações;MGLU3;V;81;11,58;CLEAR CORRETORA;0;0;0;0
27/10/2021;Ações;SAPR4;V;200;3,8;CLEAR CORRETORA;0;0;0;0
27/10/2021;Fundos imobiliários;VINO11;C;10;60,08;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;GGRC11;C;1;111,79;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Fundos imobiliários;GGRC11;C;24;111,8;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/10/2021;Ações;VIVT3;V;28;44,5;CLEAR CORRETORA;0;0;0;0
26/10/2021;Ações;MGLU3;C;3;11,78;NU INVEST CORRETORA DE VALORES;0;0;0;0
22/10/2021;Ações;ITSA4;C;39;10,35;MODAL DTVM LTDA;0;0;0;0
22/10/2021;Ações;CSAN3;C;15;19,9;NU INVEST CORRETORA DE VALORES;0;0;0;0
22/10/2021;Ações;RDOR3;C;5;60,48;NU INVEST CORRETORA DE VALORES;0;0;0;0
21/10/2021;Ações;CSAN3;C;20;21,1;NU INVEST CORRETORA DE VALORES;0;0;0;0
21/10/2021;Ações;MGLU3;C;46;12,51;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/10/2021;Fundos imobiliários;KISU11;C;7;8,18;MODAL DTVM LTDA;0;0;0;0
15/10/2021;Fundos imobiliários;KISU11;C;2;8,16;MODAL DTVM LTDA;0;0;0;0
15/10/2021;Ações;BPAC11;C;11;25,87;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/10/2021;Ações;ENBR3;C;50;19,14;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/10/2021;ETF;EURP11;V;5;11,52;NU INVEST CORRETORA DE VALORES;0;0;0;0
14/10/2021;Ações;BIDI11;C;10;50,75;NU INVEST CORRETORA DE VALORES;0;0;0;0
11/10/2021;Fundos imobiliários;RECR11;C;17;98;MODAL DTVM LTDA;0;0;0;0
08/10/2021;Fundos imobiliários;VISC11;C;3;106,19;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Fundos imobiliários;BTLG11;C;5;107;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Ações;PSSA3;C;15;46,54;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Ações;PSSA3;C;14;46,43;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Fundos imobiliários;KISU11;C;100;8,15;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Fundos imobiliários;VISC11;C;3;101,75;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Fundos imobiliários;VISC11;C;7;101,8;MODAL DTVM LTDA;0;0;0;0
07/10/2021;Ações;CSAN3;C;8;22,97;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;CSAN3;C;12;22,96;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;KLBN4;C;100;4,23;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;TAEE4;C;100;11,99;MODAL DTVM LTDA;0;0;0;0
07/10/2021;ETF Exterior;VT;C;1,7361731;103,06;PASSFOLIO;0;0;0;0
07/10/2021;Ações;CSMG3;V;25;13,64;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Fundos imobiliários;BCFF11;C;10;72,71;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;MGLU3;C;5;14,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;MGLU3;C;50;14,18;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;SAPR4;C;237;3,82;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;BPAC11;V;45;24,35;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;ABEV3;V;100;15,14;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;LREN3;V;36;33,77;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/10/2021;Ações;TRPL4;V;80;24,16;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/10/2021;Fundos imobiliários;KISU11;C;150;8,27;MODAL DTVM LTDA;0;0;0;0
04/10/2021;ETF Exterior;VT;C;0,22108145;102,27;PASSFOLIO;0;0;0;0
04/10/2021;Fundos imobiliários;TGAR11;V;9;125,99;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/10/2021;Fundos imobiliários;TGAR11;V;1;126;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/10/2021;ETF Exterior;VNQ;V;0,12366996;103,02;PASSFOLIO;0;0;0;0
04/10/2021;ETF Exterior;SPHD;V;0,226398;42,8;PASSFOLIO;0;0;0;0
30/09/2021;Fundos imobiliários;BTLG11;C;10;106,82;MODAL DTVM LTDA;0;0;0;0
30/09/2021;Fundos imobiliários;KISU11;C;20;8,29;MODAL DTVM LTDA;0;0;0;0
30/09/2021;Fundos imobiliários;TGAR11;C;6;127,43;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/09/2021;Fundos imobiliários;TGAR11;C;2;127,42;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/09/2021;Fundos imobiliários;TGAR11;C;1;127,41;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/09/2021;Fundos imobiliários;TGAR11;C;1;127,35;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;KISU11;C;3;8,22;MODAL DTVM LTDA;0;0;0;0
29/09/2021;Fundos imobiliários;VISC11;C;7;102,33;MODAL DTVM LTDA;0;0;0;0
29/09/2021;Fundos imobiliários;HCTR11;C;7;120,06;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;XPLG11;C;5;100,53;MODAL DTVM LTDA;0;0;0;0
29/09/2021;Fundos imobiliários;TGAR11;V;13;127,23;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;TGAR11;V;2;127,24;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;XPML11;C;5;94,21;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;VINO11;C;2;59,71;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Fundos imobiliários;VINO11;C;2;59,7;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/09/2021;Ações;ENBR3;V;54;18,61;CLEAR CORRETORA;0;0;0;0
29/09/2021;Ações;GMAT3;V;109;7,33;CLEAR CORRETORA;0;0;0;0
29/09/2021;Ações;GMAT3;V;61;7,32;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/09/2021;Ações;MGLU3;C;30;14,28;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/09/2021;BDR;JNJB34;V;5;58,74;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;AAPL34;V;5;78,26;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;AIRB34;V;15;46,73;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;BERK34;V;2;75,15;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;BERK34;V;3;75,13;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;COCA34;V;10;48,03;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;DISB34;V;10;63,91;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;M1TA34;V;5;67,9;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;GOGL34;V;5;101,52;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;MSFT34;V;5;65,97;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;NIKE34;V;1;79,55;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;NIKE34;V;4;79,58;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/09/2021;BDR;AMZO34;V;3;116,55;NU INVEST CORRETORA DE VALORES;0;0;0;0
24/09/2021;Fundos imobiliários;BTLG11;V;8;106,45;MODAL DTVM LTDA;0;0;0;0
24/09/2021;Fundos imobiliários;MXRF11;V;53;10,03;NU INVEST CORRETORA DE VALORES;0;0;0;0
24/09/2021;Fundos imobiliários;KISU11;C;21;8,6;MODAL DTVM LTDA;0;0;0;0
24/09/2021;Fundos imobiliários;KISU11;C;29;8,61;MODAL DTVM LTDA;0;0;0;0
24/09/2021;Fundos imobiliários;VISC11;C;5;101,69;MODAL DTVM LTDA;0;0;0;0
24/09/2021;Fundos imobiliários;XPML11;C;8;96,9;NU INVEST CORRETORA DE VALORES;0;0;0;0
24/09/2021;Ações;MGLU3;C;20;15,44;NU INVEST CORRETORA DE VALORES;0;0;0;0
23/09/2021;Fundos imobiliários;VISC11;C;1;100,92;MODAL DTVM LTDA;0;0;0;0
23/09/2021;Fundos imobiliários;VISC11;C;2;100,93;MODAL DTVM LTDA;0;0;0;0
23/09/2021;Ações;BBAS3;V;22;29,64;MODAL DTVM LTDA;0;0;0;0
23/09/2021;Ações;OIBR3;V;300;1,01;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/09/2021;Fundos imobiliários;KISU11;C;10;8,56;MODAL DTVM LTDA;0;0;0;0
20/09/2021;Ações;CSAN3;C;5;23;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/09/2021;Ações;BBSE3;C;17;18,98;MODAL DTVM LTDA;0;0;0;0
20/09/2021;ETF Exterior;VT;C;0,66058286;101,91;PASSFOLIO;0;0;0;0
20/09/2021;Ações;MGLU3;C;10;16,09;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/09/2021;Ações;BPAC11;C;10;25,82;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/09/2021;Ações;BBDC3;C;18;16,66;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/09/2021;Stocks;KO;V;0,35682426;53,84;PASSFOLIO;0;0;0;0
20/09/2021;Stocks;JNJ;V;0,05746135;162,54;PASSFOLIO;0;0;0;0
20/09/2021;Stocks;MSFT;V;0,03321266;291,15;PASSFOLIO;0;0;0;0
20/09/2021;Stocks;AAPL;V;0,06756756;141,64;PASSFOLIO;0;0;0;0
20/09/2021;Stocks;DIS;V;0,05609154;177,03;PASSFOLIO;0;0;0;0
20/09/2021;Stocks;GOOG;V;0,00349581;2.746,14;PASSFOLIO;0;0;0;0
17/09/2021;Ações;ITSA4;C;50;10,96;MODAL DTVM LTDA;0;0;0;0
17/09/2021;Ações;KLBN4;C;100;4,4;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/09/2021;Ações;MGLU3;C;15;16,05;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/09/2021;Ações;ABEV3;C;20;15,42;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/09/2021;Ações;BBDC3;C;12;17,54;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/09/2021;Fundos imobiliários;HCTR11;C;13;119;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/09/2021;Ações;SAPR4;V;1;3,81;CLEAR CORRETORA;0;0;0;0
15/09/2021;Ações;WEGE3;V;46;39,75;CLEAR CORRETORA;0;0;0;0
15/09/2021;Ações;CASH3;V;6;7,19;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/09/2021;Ações;CASH3;V;44;7,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/09/2021;Ações;AERI3;V;200;8,78;CLEAR CORRETORA;0;0;0;0
15/09/2021;Ações;AERI3;V;200;8,78;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/09/2021;Ações;VALE3;V;9;92,7;NU INVEST CORRETORA DE VALORES;0;0;0;0
15/09/2021;Ações;VALE3;V;1;93;NU INVEST CORRETORA DE VALORES;0;0;0;0
14/09/2021;Ações;OIBR3;C;300;1,01;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/09/2021;Ações;ITSA4;C;20;11,24;MODAL DTVM LTDA;0;0;0;0
13/09/2021;Ações;TAEE11;V;7;37,73;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/09/2021;Ações;TAEE4;C;10;12,6;MODAL DTVM LTDA;0;0;0;0
13/09/2021;Ações;CASH3;C;50;6,18;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/09/2021;Ações;VIVT3;C;5;42,77;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/09/2021;Ações;TRPL4;C;9;24,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/09/2021;Ações;KLBN4;V;147;4,86;CLEAR CORRETORA;0;0;0;0
09/09/2021;Ações;AERI3;V;50;8,1;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/09/2021;Ações;BIDI11;C;5;61;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/09/2021;Ações;GMAT3;C;30;6,6;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/09/2021;Fundos imobiliários;MXRF11;C;3;9,99;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/09/2021;Ações;TAEE11;C;7;37,01;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/09/2021;Ações;BPAC11;C;5;26,92;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/09/2021;Ações;VIVT3;C;6;41,28;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/09/2021;Ações;ITSA4;C;17;11,3;MODAL DTVM LTDA;0;0;0;0
03/09/2021;Ações;BBAS3;C;7;29,35;MODAL DTVM LTDA;0;0;0;0
03/09/2021;Ações;MGLU3;C;10;18,09;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/09/2021;Ações;SAPR4;C;50;3,87;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/09/2021;Ações;ABEV3;C;10;16,6;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/09/2021;Ações;BBDC3;C;10;19,26;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/09/2021;Ações;BIDI11;C;10;64,72;NU INVEST CORRETORA DE VALORES;0;0;0;0
31/08/2021;Ações;BBSE3;C;20;18,91;MODAL DTVM LTDA;0;0;0;0
31/08/2021;Ações;OPCT3;V;50;5,07;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/08/2021;Ações;ITSA4;C;40;11,3;MODAL DTVM LTDA;0;0;0;0
30/08/2021;ETF Exterior;VNQ;C;0,12366996;107,14;PASSFOLIO;0;0;0;0
30/08/2021;ETF Exterior;SPHD;C;0,226398;44,17;PASSFOLIO;0;0;0;0
30/08/2021;Ações;OPCT3;C;50;5,28;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/08/2021;Ações;ITUB3;V;16;28,38;NU INVEST CORRETORA DE VALORES;0;0;0;0
26/08/2021;Ações;TOTS3;V;15;39,22;NU INVEST CORRETORA DE VALORES;0;0;0;0
25/08/2021;Stocks;KO;C;0,35682426;56,05;PASSFOLIO;0;0;0;0
25/08/2021;Stocks;JNJ;C;0,05746135;174,03;PASSFOLIO;0;0;0;0
25/08/2021;Stocks;MSFT;C;0,03321266;301,09;PASSFOLIO;0;0;0;0
25/08/2021;Stocks;AAPL;C;0,06756756;148;PASSFOLIO;0;0;0;0
25/08/2021;Stocks;DIS;C;0,05609154;178,28;PASSFOLIO;0;0;0;0
25/08/2021;Stocks;GOOG;C;0,00349581;2.860,57;PASSFOLIO;0;0;0;0
23/08/2021;Ações;MGLU3;C;20;18,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
20/08/2021;Ações;VALE3;C;10;98,22;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/08/2021;Ações;KLBN4;C;103;4,5;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/08/2021;Ações;BBSE3;C;20;19,63;MODAL DTVM LTDA;0;0;0;0
19/08/2021;Ações;MGLU3;C;19;19;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/08/2021;Ações;TRPL4;C;20;23,1;NU INVEST CORRETORA DE VALORES;0;0;0;0
18/08/2021;Ações;BBAS3;C;15;29,74;MODAL DTVM LTDA;0;0;0;0
18/08/2021;Ações;MGLU3;C;20;18,89;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/08/2021;Ações;CSMG3;C;25;13,61;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/08/2021;Ações;AERI3;C;13;7,16;NU INVEST CORRETORA DE VALORES;0;0;0;0
16/08/2021;Ações;AERI3;C;37;7,15;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/08/2021;Ações;BBSE3;C;25;20,65;MODAL DTVM LTDA;0;0;0;0
13/08/2021;Ações;BBSE3;C;10;20,55;MODAL DTVM LTDA;0;0;0;0
13/08/2021;Ações;BBSE3;C;10;20,6;MODAL DTVM LTDA;0;0;0;0
13/08/2021;Ações;SAPR4;C;100;3,89;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/08/2021;Ações;AERI3;C;30;7,9;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/08/2021;Ações;AERI3;C;20;7,99;NU INVEST CORRETORA DE VALORES;0;0;0;0
13/08/2021;Ações;AERI3;C;50;8,16;NU INVEST CORRETORA DE VALORES;0;0;0;0
12/08/2021;Ações;GOAU4;V;36;14,46;NU INVEST CORRETORA DE VALORES;0;0;0;0
12/08/2021;Ações;NTCO3;V;2;52,8;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/08/2021;Ações;CSAN3;C;20;24,94;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/08/2021;Ações;RDOR3;C;7;70,14;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/07/2021;Ações;CSAN3;C;10;25,67;NU INVEST CORRETORA DE VALORES;0;0;0;0
30/07/2021;Ações;AERI3;C;100;8,77;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/07/2021;Ações;SAPR4;C;200;3,98;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/07/2021;Ações;ENBR3;C;30;17,62;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/07/2021;Fundos imobiliários;MXRF11;C;50;10,24;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/07/2021;Ações;CSAN3;C;14;26,03;NU INVEST CORRETORA DE VALORES;0;0;0;0
27/07/2021;Ações;BBSE3;C;15;21,48;MODAL DTVM LTDA;0;0;0;0
27/07/2021;Fundos imobiliários;HCTR11;C;5;134,15;NU INVEST CORRETORA DE VALORES;0;0;0;0
